name,official_name,slug,lga_key,lga,planning_region,zone,priority,page_status,index_recommendation,latitude,longitude,estimated_cbd_distance_km,nearby_areas,regional_anchors,property_profile,local_context,service_notes
Fawkner,FAWKNER,fawkner,MERRI-BEK,Merri-Bek City,Northern,Inner North,2,phase_2,False,-37.70462,144.9693,12.1,Hadfield | Coburg North | Reservoir,Sydney Road | Upfield rail corridor | Merri Creek,established suburban and infill housing,"Fawkner is part of Melbourne's established inner-north and north-east suburban belt, close to Hadfield, Coburg North, Reservoir. The broader catchment is shaped by Sydney Road, Upfield rail corridor, Merri Creek. The local job mix commonly includes period cottages, brick homes and a growing stock of townhouses and apartments.",Allow for narrow residential streets and older masonry walls; ask for a parking photo when access is tight.
Glenroy,GLENROY,glenroy,MERRI-BEK,Merri-Bek City,Northern,Inner North,2,phase_2,False,-37.70262,144.92729,12.7,Oak Park | Hadfield | Gowanbrae,Sydney Road | Upfield rail corridor | Merri Creek,established suburban and infill housing,"Glenroy is part of Melbourne's established inner-north and north-east suburban belt, close to Oak Park, Hadfield, Gowanbrae. The broader catchment is shaped by Sydney Road, Upfield rail corridor, Merri Creek. The local job mix commonly includes period cottages, brick homes and a growing stock of townhouses and apartments.",Allow for narrow residential streets and older masonry walls; ask for a parking photo when access is tight.
Gowanbrae,GOWANBRAE,gowanbrae,MERRI-BEK,Merri-Bek City,Northern,Inner North,2,phase_2,False,-37.70304,144.89765,13.6,Oak Park | Glenroy | Pascoe Vale,Sydney Road | Upfield rail corridor | Merri Creek,established suburban and infill housing,"Gowanbrae is part of Melbourne's established inner-north and north-east suburban belt, close to Oak Park, Glenroy, Pascoe Vale. The broader catchment is shaped by Sydney Road, Upfield rail corridor, Merri Creek. The local job mix commonly includes period cottages, brick homes and a growing stock of townhouses and apartments.",Allow for narrow residential streets and older masonry walls; ask for a parking photo when access is tight.
Greensborough,GREENSBOROUGH,greensborough,BANYULE,Banyule City,Northern,Inner North,2,phase_2,False,-37.69891,145.10712,18.0,Briar Hill | Watsonia North | St Helena,Yarra River | Plenty River | Heidelberg and Greensborough activity centres,established suburban and infill housing,"Greensborough is part of Melbourne's established inner-north and north-east suburban belt, close to Briar Hill, Watsonia North, St Helena. The broader catchment is shaped by Yarra River, Plenty River, Heidelberg and Greensborough activity centres. The local job mix commonly includes post-war brick homes, sloping blocks and newer family townhouses.",Allow for narrow residential streets and older masonry walls; ask for a parking photo when access is tight.
Hadfield,HADFIELD,hadfield,MERRI-BEK,Merri-Bek City,Northern,Inner North,2,phase_2,False,-37.71014,144.95009,11.6,Fawkner | Pascoe Vale | Glenroy,Sydney Road | Upfield rail corridor | Merri Creek,established suburban and infill housing,"Hadfield is part of Melbourne's established inner-north and north-east suburban belt, close to Fawkner, Pascoe Vale, Glenroy. The broader catchment is shaped by Sydney Road, Upfield rail corridor, Merri Creek. The local job mix commonly includes period cottages, brick homes and a growing stock of townhouses and apartments.",Allow for narrow residential streets and older masonry walls; ask for a parking photo when access is tight.
Heidelberg,HEIDELBERG,heidelberg,BANYULE,Banyule City,Northern,Inner North,2,phase_2,False,-37.75251,145.06991,11.6,Eaglemont | Rosanna | Heidelberg Heights,Yarra River | Plenty River | Heidelberg and Greensborough activity centres,established suburban and infill housing,"Heidelberg is part of Melbourne's established inner-north and north-east suburban belt, close to Eaglemont, Rosanna, Heidelberg Heights. The broader catchment is shaped by Yarra River, Plenty River, Heidelberg and Greensborough activity centres. The local job mix commonly includes post-war brick homes, sloping blocks and newer family townhouses.",Allow for narrow residential streets and older masonry walls; ask for a parking photo when access is tight.
Heidelberg Heights,HEIDELBERG HEIGHTS,heidelberg-heights,BANYULE,Banyule City,Northern,Inner North,2,phase_2,False,-37.74323,145.05349,11.2,Heidelberg West | Rosanna | Bellfield,Yarra River | Plenty River | Heidelberg and Greensborough activity centres,established suburban and infill housing,"Heidelberg Heights is part of Melbourne's established inner-north and north-east suburban belt, close to Heidelberg West, Rosanna, Bellfield. The broader catchment is shaped by Yarra River, Plenty River, Heidelberg and Greensborough activity centres. The local job mix commonly includes post-war brick homes, sloping blocks and newer family townhouses.",Allow for narrow residential streets and older masonry walls; ask for a parking photo when access is tight.
Heidelberg West,HEIDELBERG WEST,heidelberg-west,BANYULE,Banyule City,Northern,Inner North,2,phase_2,False,-37.73815,145.04351,11.0,Heidelberg Heights | Bellfield | Rosanna,Yarra River | Plenty River | Heidelberg and Greensborough activity centres,established suburban and infill housing,"Heidelberg West is part of Melbourne's established inner-north and north-east suburban belt, close to Heidelberg Heights, Bellfield, Rosanna. The broader catchment is shaped by Yarra River, Plenty River, Heidelberg and Greensborough activity centres. The local job mix commonly includes post-war brick homes, sloping blocks and newer family townhouses.",Allow for narrow residential streets and older masonry walls; ask for a parking photo when access is tight.
Ivanhoe,IVANHOE,ivanhoe,BANYULE,Banyule City,Northern,Inner North,2,phase_2,False,-37.76783,145.04369,8.7,Bellfield | Ivanhoe East | Alphington,Yarra River | Plenty River | Heidelberg and Greensborough activity centres,established suburban and infill housing,"Ivanhoe is part of Melbourne's established inner-north and north-east suburban belt, close to Bellfield, Ivanhoe East, Alphington. The broader catchment is shaped by Yarra River, Plenty River, Heidelberg and Greensborough activity centres. The local job mix commonly includes post-war brick homes, sloping blocks and newer family townhouses.",Allow for narrow residential streets and older masonry walls; ask for a parking photo when access is tight.
Ivanhoe East,IVANHOE EAST,ivanhoe-east,BANYULE,Banyule City,Northern,Inner North,2,phase_2,False,-37.77346,145.06182,9.8,Eaglemont | Ivanhoe | Heidelberg,Yarra River | Plenty River | Heidelberg and Greensborough activity centres,established suburban and infill housing,"Ivanhoe East is part of Melbourne's established inner-north and north-east suburban belt, close to Eaglemont, Ivanhoe, Heidelberg. The broader catchment is shaped by Yarra River, Plenty River, Heidelberg and Greensborough activity centres. The local job mix commonly includes post-war brick homes, sloping blocks and newer family townhouses.",Allow for narrow residential streets and older masonry walls; ask for a parking photo when access is tight.
Kingsbury,KINGSBURY,kingsbury,DAREBIN,Darebin City,Northern,Inner North,2,phase_2,False,-37.71618,145.03406,12.5,Reservoir | Heidelberg West | Bundoora,High Street corridor | Darebin Creek | Preston and Reservoir activity centres,established suburban and infill housing,"Kingsbury is part of Melbourne's established inner-north and north-east suburban belt, close to Reservoir, Heidelberg West, Bundoora. The broader catchment is shaped by High Street corridor, Darebin Creek, Preston and Reservoir activity centres. The local job mix commonly includes Californian bungalows, post-war brick homes and townhouse infill.",Allow for narrow residential streets and older masonry walls; ask for a parking photo when access is tight.
Lower Plenty,LOWER PLENTY,lower-plenty,BANYULE,Banyule City,Northern,Inner North,2,phase_2,False,-37.73881,145.11618,15.8,Viewbank | Montmorency | Yallambie,Yarra River | Plenty River | Heidelberg and Greensborough activity centres,established suburban and infill housing,"Lower Plenty is part of Melbourne's established inner-north and north-east suburban belt, close to Viewbank, Montmorency, Yallambie. The broader catchment is shaped by Yarra River, Plenty River, Heidelberg and Greensborough activity centres. The local job mix commonly includes post-war brick homes, sloping blocks and newer family townhouses.",Allow for narrow residential streets and older masonry walls; ask for a parking photo when access is tight.
Macleod,MACLEOD,macleod,BANYULE,Banyule City,Northern,Inner North,2,phase_2,False,-37.7212,145.07047,14.0,Watsonia | Rosanna | Yallambie,Yarra River | Plenty River | Heidelberg and Greensborough activity centres,established suburban and infill housing,"Macleod is part of Melbourne's established inner-north and north-east suburban belt, close to Watsonia, Rosanna, Yallambie. The broader catchment is shaped by Yarra River, Plenty River, Heidelberg and Greensborough activity centres. The local job mix commonly includes post-war brick homes, sloping blocks and newer family townhouses.",Allow for narrow residential streets and older masonry walls; ask for a parking photo when access is tight.
Montmorency,MONTMORENCY,montmorency,BANYULE,Banyule City,Northern,Inner North,2,phase_2,False,-37.7189,145.12513,17.7,Briar Hill | Lower Plenty | Greensborough,Yarra River | Plenty River | Heidelberg and Greensborough activity centres,established suburban and infill housing,"Montmorency is part of Melbourne's established inner-north and north-east suburban belt, close to Briar Hill, Lower Plenty, Greensborough. The broader catchment is shaped by Yarra River, Plenty River, Heidelberg and Greensborough activity centres. The local job mix commonly includes post-war brick homes, sloping blocks and newer family townhouses.",Allow for narrow residential streets and older masonry walls; ask for a parking photo when access is tight.
Oak Park,OAK PARK,oak-park,MERRI-BEK,Merri-Bek City,Northern,Inner North,2,phase_2,False,-37.71749,144.91702,11.4,Glenroy | Pascoe Vale | Gowanbrae,Sydney Road | Upfield rail corridor | Merri Creek,established suburban and infill housing,"Oak Park is part of Melbourne's established inner-north and north-east suburban belt, close to Glenroy, Pascoe Vale, Gowanbrae. The broader catchment is shaped by Sydney Road, Upfield rail corridor, Merri Creek. The local job mix commonly includes period cottages, brick homes and a growing stock of townhouses and apartments.",Allow for narrow residential streets and older masonry walls; ask for a parking photo when access is tight.
Pascoe Vale,PASCOE VALE,pascoe-vale,MERRI-BEK,Merri-Bek City,Northern,Inner North,2,phase_2,False,-37.725,144.93819,10.1,Hadfield | Pascoe Vale South | Oak Park,Sydney Road | Upfield rail corridor | Merri Creek,established suburban and infill housing,"Pascoe Vale is part of Melbourne's established inner-north and north-east suburban belt, close to Hadfield, Pascoe Vale South, Oak Park. The broader catchment is shaped by Sydney Road, Upfield rail corridor, Merri Creek. The local job mix commonly includes period cottages, brick homes and a growing stock of townhouses and apartments.",Allow for narrow residential streets and older masonry walls; ask for a parking photo when access is tight.
